date,value
2015-10-16,47.1604347229
2015-10-19,47.0487327576
2015-10-20,46.9928855896
2015-10-21,46.7056655884
2015-10-22,47.3359527588
2015-10-23,47.774772644
2015-10-26,47.6311607361
2015-10-27,47.3359527588
2015-10-28,47.7348823547
2015-10-29,47.5114746094
2015-10-30,47.3439369202
2015-11-02,47.9423141479
2015-11-03,48.1018791199
2015-11-04,47.8784942627
2015-11-05,47.814655304
2015-11-06,47.6550865173
2015-11-09,47.2003097534
2015-11-10,47.1763839722
2015-11-11,47.1444740295
2015-11-12,46.5859794617
2015-11-13,46.0673828125
2015-11-16,46.6737518311
2015-11-17,46.657787323
2015-11-18,47.2641410828
2015-11-19,47.4237213135
2015-11-20,47.5114746094
2015-11-23,47.3200111389
2015-11-24,47.4317016602
2015-11-25,47.4476547241
2015-11-27,47.4157371521
2015-11-30,47.3040428162
2015-12-01,47.8066749573
2015-12-02,47.2960586548
2015-12-03,46.7615089417
2015-12-04,47.4476547241
2015-12-07,47.0327835083
2015-12-08,46.5540657043
2015-12-09,46.3147239685
2015-12-10,46.2588653564
2015-12-11,45.3253936768
2015-12-14,45.4690055847
2015-12-15,45.9397315979
2015-12-16,46.6657752991
2015-12-17,46.0115470886
2015-12-18,45.3972015381
2015-12-21,45.7489318848
2015-12-22,46.1504554749
2015-12-23,46.7928619385
2015-12-24,46.6965141296
2015-12-28,46.5921211243
2015-12-29,47.0177116394
2015-12-30,46.6724052429
2015-12-31,46.2708969116
2016-01-04,45.4919509888
2016-01-05,45.4999809265
2016-01-06,44.8254432678
2016-01-07,43.7814903259
2016-01-08,43.2675437927
2016-01-11,43.291633606
2016-01-12,43.5325469971
2016-01-13,42.5608863831
2016-01-14,43.2514953613
2016-01-15,42.0389175415
2016-01-19,42.1673965454
2016-01-20,41.4928436279
2016-01-21,41.7337493896
2016-01-22,42.7777099609
2016-01-25,42.1111793518
2016-01-26,42.8178443909
2016-01-27,42.4323959351
2016-01-28,42.5769424438
2016-01-29,43.556640625
2016-02-01,43.612865448
2016-02-02,42.5769424438
2016-02-03,42.962387085
2016-02-04,43.0507240295
2016-02-05,42.3119392395
2016-02-08,41.6293449402
2016-02-09,41.3322410583
2016-02-10,41.3563117981
2016-02-11,40.8022384644
2016-02-12,41.5249633789
2016-02-16,42.2878456116
2016-02-17,43.1149711609
2016-02-18,42.9302749634
2016-02-19,42.8740653992
2016-02-22,43.5245246887
2016-02-23,42.9142036438
2016-02-24,42.9463310242
2016-02-25,43.4120979309
2016-02-26,43.355884552
2016-02-29,43.0748214722
2016-03-01,44.1669464111
